::1 - - [14/Oct/2023:16:50:54 +0000] "GET /movies/paginate?page=1 HTTP/1.1" 200 911 "-" "PostmanRuntime/7.33.0"
::1 - - [14/Oct/2023:16:51:12 +0000] "GET /movies/paginate HTTP/1.1" 200 911 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [14/Oct/2023:16:53:19 +0000] "GET /api-docs/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [14/Oct/2023:16:53:19 +0000] "GET /api-docs/swagger-ui.css HTTP/1.1" 304 - "http://localhost:3000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [14/Oct/2023:16:53:19 +0000] "GET /api-docs/swagger-ui-bundle.js HTTP/1.1" 304 - "http://localhost:3000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [14/Oct/2023:16:53:19 +0000] "GET /api-docs/swagger-ui-standalone-preset.js HTTP/1.1" 304 - "http://localhost:3000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [14/Oct/2023:16:53:19 +0000] "GET /api-docs/swagger-ui-init.js HTTP/1.1" 304 - "http://localhost:3000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [14/Oct/2023:16:53:20 +0000] "GET /api-docs/favicon-32x32.png HTTP/1.1" 304 - "http://localhost:3000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [14/Oct/2023:16:57:12 +0000] "GET /users/paginate HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [18/Oct/2023:13:39:48 +0000] "GET /login HTTP/1.1" 200 250 "-" "PostmanRuntime/7.33.0"
::1 - - [18/Oct/2023:13:42:03 +0000] "GET /movies/paginate HTTP/1.1" 400 14 "-" "PostmanRuntime/7.33.0"
::1 - - [18/Oct/2023:13:42:30 +0000] "GET /movies/paginate HTTP/1.1" 200 911 "-" "PostmanRuntime/7.33.0"
::1 - - [18/Oct/2023:13:43:29 +0000] "GET /movies/paginate HTTP/1.1" 400 14 "-" "PostmanRuntime/7.33.0"
::1 - - [18/Oct/2023:13:43:37 +0000] "GET /movies/paginate HTTP/1.1" 401 14 "-" "PostmanRuntime/7.33.0"
::1 - - [18/Oct/2023:13:45:15 +0000] "GET /movies/paginate HTTP/1.1" 200 911 "-" "PostmanRuntime/7.33.0"
::1 - - [18/Oct/2023:13:45:36 +0000] "GET /movies/paginate?page=2 HTTP/1.1" 200 850 "-" "PostmanRuntime/7.33.0"
